0.124358237,-0.034929039
0.249143582,-0.034779044
0.373243377,-0.034816754
0.496881086,-0.034843448
0.629240356,-0.034865482
0.754591713,-0.035312076
0.876598633,-0.035111235
1,-0.035123523
1.130458016,-0.035134963
1.249243052,-0.035144285
1.374254163,-0.035153183
1.504924779,-0.03537648
1.633118699,-0.035384107
1.756207942,-0.035390886
1.888574504,-0.035397666
2.012553965,-0.035403598
2.144672321,-0.03540953
2.254536129,-0.035843836
2.380816032,-0.035848921
2.525613347,-0.036069252
2.642960849,-0.036717957
2.765760664,-0.03715184
2.881151364,-0.038229767
3.001356296,-0.040381808
3.126576314,-0.0448969
3.271846342,-0.05284958
3.392907284,-0.067246095
3.411936849,-0.072945331
3.44550319,-0.076805173
3.496472883,-0.083135187
3.513629789,-0.085821458
3.548196576,-0.094404629
