0.124358237,-0.029558469
0.249143582,-0.015659817
0.371552103,0.002348009
0.499142847,0.020150757
0.626389085,0.034307875
0.754591713,0.043527881
0.880588837,0.048239576
1.004551917,0.049516225
1.130458016,0.048431095
1.249243052,0.0458439
1.380509653,0.041538123
1.511775071,0.03701837
1.633118699,0.032499889
1.756207942,0.027981831
1.888574504,0.023463774
2.012553965,0.019161386
2.134954187,0.015074245
2.264798589,0.01141675
2.391653308,0.007974501
2.525613347,0.004747075
2.630984825,0.001735743
2.778350176,-0.001491684
2.881151364,-0.005361883
3.015018219,-0.009662576
3.155104926,-0.015896673
3.257020656,-0.025566664
3.392907284,-0.041682185
3.518447578,-0.067249485
3.530870882,-0.071559313
3.539523128,-0.082268069
3.548196576,-0.078853146
3.555150635,-0.087072847
3.565607286,-0.090661925
3.591883668,-0.094077762
3.594815193,-0.098187598
