0.12644,10.554
0.24783,46.84
0.37475,292.5
0.49858,172.55
0.6245,81.91
0.75564,38.88
0.87561,20.257
0.9972,11.95
1.1258,7.049
1.2492,4.564
1.38,3.194
1.4985,2.2699
1.6199,1.7984
1.7362,1.3184
1.8527,1.0943
1.9857,0.8537
2.1098,0.6869
2.2417,0.5614
2.3714,0.4733
2.4764,0.4052
2.5972,0.347
2.7239,0.2971
2.8445,0.25435
2.9449,0.21443
3.0885,0.19235
3.2114,0.1572
3.3535,0.1367
3.4568,0.11888
3.5943,0.10178
3.7372,0.08715
3.8525,0.07013
3.9542,0.05821
4.0941,0.04402
4.2392,0.02986
4.3331,0.019036
4.5067,0.010886
4.6074,0.005331
4.6898,0.002821
4.817,0.0008536
4.9906,0.00025434
